Rank,Title,Citations,Year,URL,Description
1,Standardizing Bad Cryptographic Practice: A Teardown of the IEEE Standard for Protecting Electronic-design Intellectual Property,29,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4UZP8bMAAAAJ&pagesize=50&citation_for_view=4UZP8bMAAAAJ:u-x6o8ySG0sC,"We provide an analysis of IEEE standard P1735, which describes methods for encrypting electronic-design intellectual property (IP), as well as the management of access rights for such IP. We find a surprising number of cryptographic mistakes in the standard. In the most egregious cases, these mistakes enable attack vectors that allow us to recover the entire underlying plaintext IP. Some of these attack vectors are well-known, e.g. padding-oracle attacks. Others are new, and are made possible by the need to support the typical uses of the underlying IP; in particular, the need for commercial system-on-chip (SoC) tools to synthesize multiple pieces of IP into a fully specified chip design and to provide syntax errors. We exploit these mistakes in a variety of ways, leveraging a commercial SoC tool as a black-box oracle. In addition to being able to recover entire plaintext IP, we show how to produce standard-compliant …"
2,Hardening Circuit-Design IP Against Reverse-Engineering Attacks,13,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4UZP8bMAAAAJ&pagesize=50&citation_for_view=4UZP8bMAAAAJ:9yKSN-GCB0IC,"Design-hiding techniques are a central piece of academic and industrial efforts to protect electronic circuits from being reverse-engineered. However, these techniques have lacked a principled foundation to guide their design and security evaluation, leading to a long line of broken schemes. In this paper, we begin to lay this missing foundation. We establish formal syntax for design-hiding (DH) schemes, a cryptographic primitive that encompasses all known design-stage methods to hide the circuit that is handed to a (potentially adversarial) foundry for fabrication. We give two security notions for this primitive: function recovery (FR) and key recovery (KR). The former is the ostensible goal of design-hiding methods to prevent reverse-engineering the functionality of the circuit, but most prior work has focused on the latter. We then present the first provably (FR,KR)-secure DH scheme, . A side-benefit of our …"
3,A Sea of Cyber Threats: Maritime Cybersecurity from the Perspective of Mariners,11,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4UZP8bMAAAAJ&pagesize=50&citation_for_view=4UZP8bMAAAAJ:zYLM7Y9cAGgC,"Maritime systems, including ships and ports, are critical components of global infrastructure, essential for transporting over 80% of the world's goods and supporting internet connectivity. However, these systems face growing cybersecurity threats, as highlighted by recent attacks disrupting Maersk, one of the world's largest shipping companies, causing widespread impacts on international trade and shipping. The unique challenges of the maritime environment-including diverse operational conditions, extensive physical access points, fragmented regulatory frameworks, and its deeply interconnected, international structure—require maritime-specific cybersecurity research. Despite the sector's critical importance, maritime cybersecurity remains an underexplored area, leaving significant gaps in our understanding of its challenges and risks. To take an early step in addressing these gaps, we investigate how operators …"
4,One Video to Steal Them All: 3D-Printing IP Theft through Optical Side-Channels,3,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4UZP8bMAAAAJ&pagesize=50&citation_for_view=4UZP8bMAAAAJ:Tyk-4Ss8FVUC,"The 3D printing industry is rapidly growing and increasingly adopted across various sectors, including manufacturing, healthcare, and defense. However, the operational setup often involves hazardous environments, necessitating remote monitoring through cameras and other sensors, which opens the door to cyber-based attacks. In this paper, we show that an adversary with access to video recordings of the 3D printing process can reverse-engineer the underlying 3D print instructions. Our model tracks the printer nozzle's movements during the printing process and maps the corresponding trajectory into G-code instructions. Further, it identifies the correct parameters, such as feed rate and extrusion rate, leading us to be able to successfully perform IP theft. To validate the success of IP theft, we design an equivalence checker that quantitatively compares two sets of 3D print instructions, evaluating their similarity in …"
5,Release the Hounds! Automated Inference and Empirical Security Evaluation of Field-Deployed PLCs Using Active Network Data,3,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4UZP8bMAAAAJ&pagesize=50&citation_for_view=4UZP8bMAAAAJ:qjMakFHDy7sC,"Surveying field-deployed Industrial Control System (ICS) equipment has numerous security applications, including attack-surface management and measuring the adoption of vulnerability patches. However, discovering real-world devices using massive Internet-scale scan datasets is tedious and error-prone. We introduce PLCHound, a novel ICS asset discovery solution designed to automatically reveal elusive ICS devices hiding in network data collected by Internet-scale scanners such as Censys or Shodan. Our solution systematically uncovers indirect evidence of controllers using subtle network-based indicators and temporally-resistant signatures that are often overlooked in prior work. We present PLCHound's architecture, experimentally verify its accuracy, and explore the security advantages of enhanced device discovery. We also use PLCHound to perform the largest comprehensive examination of the …"
6,Brittle Features of Device Authentication,2,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4UZP8bMAAAAJ&pagesize=50&citation_for_view=4UZP8bMAAAAJ:d1gkVwhDpl0C,"Authenticating a networked device relies on identifying its unique characteristics. Recent device fingerprinting proposals demonstrate that device activity, such as network traffic, can be used to extract features which identify devices using machine learning (ML). However, there has been little work examining how adversarial machine learning can compromise these schemes. In this work, we show two efficient attacks against three ML-based device authentication (MDA) systems. One of the attacks is an adaptation of an existing gradient-estimation-based attack to the MDA setting; the second uses a fuzzing-based approach. We find that the MDA systems use brittle features for device identification and hence, can be reliably fooled with only 30 to 80 failed authentication attempts. However, selecting features that are robust against adversarial attack is challenging, as indicators such as information gain are not reflective …"
7,Cyber Informed Engineering (CIE) Curriculum Guide,0,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4UZP8bMAAAAJ&pagesize=50&citation_for_view=4UZP8bMAAAAJ:IjCSPb-OGe4C,"The Cyber-Informed Engineering (CIE) Curriculum Guide provides a framework, guidance, and resources for incorporating CIE into university-level engineering programs and related educational activities. A key goal of this guide is to help institutions deliver CIE focused education to produce future engineers and technicians who meet the nation’s infrastructure needs. To accommodate a broad range of educational goals and approaches, this guide outlines several practical integration strategies, links to resources that can accelerate CIE adoption, and offers perspectives from partner academic institutions on the various implementation strategies."
8,Cyber-Informed Engineering Adoption in University Engineering Programs,0,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4UZP8bMAAAAJ&pagesize=50&citation_for_view=4UZP8bMAAAAJ:UeHWp8X0CEIC,Description not available
